order_id,order_date,product,category,region,quantity,unit_price,discount,revenue,payment_method
ORD00099,2025-10-04,Headphones,Accessories,West,4,3500,0.18077845053634653,11469.1,Card
ORD00100,2025-08-02,Laptop,Electronics,North,1,65000,0.09727417788052001,58677.18,Net Banking
ORD00101,2025-05-07,Monitor,Electronics,North,6,15000,0.05363474314003591,85172.87,Net Banking
ORD00102,2025-08-28,Laptop,Electronics,West,3,65000,0.14066810264371432,167569.72,Card
ORD00103,2025-08-15,Monitor,Electronics,South,5,15000,0.1888848856183568,60833.63,Net Banking
ORD00104,2025-09-20,Laptop,Electronics,North,7,65000,0.06435559058634285,425718.21,UPI
ORD00105,2025-03-11,Headphones,Accessories,West,5,3500,0.20669747048093612,13882.79,Net Banking
ORD00106,2025-08-23,Headphones,Accessories,East,5,3500,0.2318762149062624,13442.17,Card
ORD00107,2025-04-15,Headphones,Accessories,North,2,3500,0.14934863226846018,5954.56,Cash
ORD00108,2025-10-16,Headphones,Accessories,West,2,3500,0.1672369147478949,5829.34,UPI
ORD00109,2025-10-19,Tablet,Electronics,East,3,22000,0.013143997580763844,65132.5,Net Banking
ORD00110,2025-08-17,Headphones,Accessories,East,6,3500,0.23637997275547662,16036.02,Card
ORD00111,2025-12-12,Phone,Electronics,West,4,30000,,108225.46,Net Banking
ORD00112,2025-07-16,Headphones,Accessories,South,3,3500,0.23097510013635747,8074.76,UPI
ORD00113,2025-01-10,Tablet,Electronics,South,6,22000,0.14474438118756064,112893.74,Cash
ORD00114,2025-08-10,Tablet,Electronics,East,6,22000,0.0011546997108319024,131847.58,UPI
ORD00115,2025-10-11,Tablet,Electronics,North,7,22000,0.009635499830858929,152516.13,Net Banking
ORD00116,2025-02-06,Tablet,Electronics,North,3,22000,0.1701047014174805,54773.09,Card
ORD00117,2025-02-08,Laptop,Electronics,West,5,65000,0.14066700345798328,279283.22,Cash
ORD00118,2025-04-10,Laptop,Electronics,North,5,65000,0.006633109301518586,322844.24,Net Banking
ORD00119,2025-11-05,Phone,Electronics,East,4,30000,0.18586499030559633,97696.2,Cash
ORD00120,2025-07-12,Laptop,Electronics,South,3,65000,0.21303633426729543,153457.91,UPI
ORD00121,2025-12-23,Tablet,Electronics,North,1,22000,0.12410437060982707,19269.7,UPI
ORD00122,2025-11-15,Headphones,Accessories,East,2,3500,0.11643936008931374,6184.92,UPI
ORD00123,2025-07-22,Headphones,Accessories,West,4,3500,0.0013682772086568706,13980.84,Net Banking
ORD00124,2025-09-05,Tablet,Electronics,South,7,22000,0.19666242812339982,123713.99,Net Banking
ORD00125,2025-05-01,Monitor,Electronics,North,7,15000,0.08267901668652636,96318.7,
ORD00126,2025-02-02,Tablet,Electronics,North,2,22000,0.2196909049456349,34333.6,Net Banking
ORD00127,2025-05-26,Laptop,Electronics,North,5,65000,0.09326514688951326,294688.83,UPI
ORD00128,2025-08-05,Headphones,Accessories,West,1,3500,0.1412694776576764,3005.56,Cash
ORD00129,2025-03-08,Tablet,Electronics,South,5,22000,0.06758544704983188,102565.6,Card
ORD00130,2025-03-22,Headphones,Accessories,South,3,3500,0.04014707814622967,10078.46,UPI
ORD00131,2025-01-06,Tablet,Electronics,North,4,22000,0.193726975845332,70952.03,Card
ORD00132,2025-09-25,Tablet,Electronics,South,6,22000,0.1241476197115704,115612.51,Card
ORD00133,2025-11-25,Laptop,Electronics,West,3,65000,0.13412198093806268,168846.21,Card
ORD00134,2025-10-30,Tablet,Electronics,South,6,22000,0.24135398837043387,100141.27,UPI
ORD00135,2025-05-19,Headphones,Accessories,East,4,3500,0.24089497805553842,10627.47,Card
ORD00136,2025-08-05,Phone,Electronics,North,7,30000,0.21391053042560088,165078.79,UPI
ORD00137,2025-12-17,Headphones,Accessories,North,5,3500,0.046902323191258394,16679.21,Net Banking
ORD00138,2025-08-04,Laptop,Electronics,East,3,65000,0.14856817357539498,166029.21,Card
ORD00139,2025-04-18,Phone,Electronics,North,6,30000,0.21953685616388435,140483.37,UPI
ORD00140,2025-05-04,Tablet,Electronics,South,3,22000,0.09361598411223443,59821.35,Cash
ORD00141,2025-09-23,Monitor,Electronics,South,4,15000,0.025276541483896242,58483.41,Net Banking
ORD00142,2025-06-12,Phone,Electronics,North,1,30000,0.20274072555998046,23917.78,Card
ORD00143,2025-11-02,Phone,Electronics,East,1,30000,0.12044088784054291,26386.77,Net Banking
ORD00144,2025-11-12,Tablet,Electronics,West,5,22000,0.14109817008979464,94479.2,Cash
ORD00145,2025-01-14,Monitor,Electronics,North,2,15000,0.2455360740794611,22633.92,Cash
ORD00146,2025-09-22,Monitor,Electronics,West,7,15000,0.15180285762351803,89060.7,Card
ORD00147,2025-05-16,Laptop,Electronics,East,6,65000,0.10624484641652535,348564.51,UPI
ORD00148,2025-07-09,Phone,Electronics,East,5,30000,0.09249609196179945,136125.59,Card
ORD00149,2025-04-07,Monitor,Electronics,North,6,15000,0.1044048231635114,80603.57,Net Banking
ORD00150,2025-05-15,Laptop,Electronics,West,5,65000,0.02959977079466719,315380.07,Net Banking
ORD00151,2025-05-01,Monitor,Electronics,North,1,15000,0.19868763960439295,12019.69,Net Banking
ORD00152,2025-01-19,Phone,Electronics,West,3,30000,0.20942921454676028,71151.37,Net Banking
ORD00153,2025-10-13,Monitor,Electronics,East,4,15000,0.07109928364335222,55734.04,Card
ORD00154,2025-02-22,Phone,Electronics,South,7,30000,0.07594915460248602,194050.68,Card
ORD00155,2025-05-18,Tablet,Electronics,North,2,22000,0.2185835640837033,34382.32,Net Banking
ORD00156,2025-03-12,Headphones,Accessories,East,4,3500,0.005992588881988864,13916.1,Cash
ORD00157,2025-02-28,Laptop,Electronics,North,3,65000,0.13011436094180692,169627.7,Card
ORD00158,2025-05-17,Tablet,Electronics,East,1,22000,0.11591892867037526,19449.78,Card
ORD00159,2025-12-02,Tablet,Electronics,West,1,22000,0.17253169239461494,18204.3,Net Banking
ORD00160,2025-12-11,Headphones,Accessories,South,3,3500,0.04084792503736362,10071.1,UPI
ORD00161,2025-05-20,Monitor,Electronics,North,1,15000,0.16708268519878844,12493.76,UPI
ORD00162,2025-07-04,Headphones,Accessories,North,1,3500,0.09418350196871911,3170.36,Cash
ORD00163,2025-12-26,Tablet,Electronics,North,3,22000,0.1546786945424105,55791.21,UPI
ORD00164,2025-03-27,Tablet,Electronics,North,2,22000,0.01002375246819398,43558.95,UPI
ORD00165,2025-12-11,Tablet,Electronics,North,4,22000,0.11543179929612735,77842.0,Net Banking
ORD00166,2025-02-08,Monitor,Electronics,East,1,15000,0.13056272349559303,13041.56,Card
ORD00167,2025-03-24,Phone,Electronics,South,3,30000,0.05358160071374665,85177.66,Cash
ORD00168,2025-05-04,Laptop,Electronics,West,4,65000,0.034905913544780176,250924.46,Card
ORD00169,2025-01-14,Phone,Electronics,West,7,30000,0.04711857575307535,200105.1,UPI
ORD00170,2025-10-25,Laptop,Electronics,West,5,65000,0.08603526951583701,297038.54,UPI
ORD00171,2025-11-09,Laptop,Electronics,East,7,65000,0.024202537326242862,443987.85,Net Banking
ORD00172,2025-05-20,Laptop,Electronics,South,3,65000,0.2368299489324011,148818.16,UPI
ORD00173,2025-11-02,Headphones,Accessories,West,4,3500,0.10124851537395432,12582.52,Cash
ORD00174,2025-10-09,Headphones,Accessories,North,3,3500,0.20224240062668725,8376.45,Card
ORD00175,2025-10-20,Headphones,Accessories,South,7,3500,0.24360428077721166,18531.7,Card
ORD00176,2025-10-20,Tablet,Electronics,South,7,22000,0.020183820000684777,150891.69,Net Banking
ORD00177,2025-07-29,Headphones,Accessories,East,7,3500,0.1629173669837485,20508.52,Cash
ORD00178,2025-02-10,Laptop,Electronics,East,6,65000,0.2178522716853035,305037.61,Cash
ORD00179,2025-12-04,Monitor,Electronics,West,4,15000,0.15855860849168207,50486.48,Card
ORD00180,2025-08-11,Tablet,Electronics,West,4,22000,0.10725653033935317,78561.43,Card
ORD00181,2025-11-25,Monitor,Electronics,South,7,15000,0.10776908940948457,93684.25,Cash
ORD00182,2025-12-17,Laptop,Electronics,West,2,65000,0.008974721501839727,128833.29,UPI
ORD00183,2025-03-10,Tablet,Electronics,North,3,22000,0.13365018782231883,57179.09,UPI
ORD00184,2025-05-27,Headphones,Accessories,West,7,3500,0.24838574919671186,18414.55,Cash
ORD00185,2025-03-12,Tablet,Electronics,North,3,22000,0.23967688149298352,50181.33,Cash
ORD00186,2025-01-19,Tablet,Electronics,West,2,22000,0.010099807210540795,43555.61,UPI
ORD00187,2025-12-19,Laptop,Electronics,South,4,65000,0.17644925090737204,214123.19,Net Banking
ORD00188,2025-12-04,Phone,Electronics,West,3,30000,0.0754412166742327,83210.29,Cash
ORD00189,2025-12-07,Phone,Electronics,North,7,30000,0.22574728835153418,162593.07,UPI
ORD00190,2025-11-19,Phone,Electronics,South,7,30000,0.011278686427319634,207631.48,Net Banking
ORD00191,2025-08-25,Headphones,Accessories,West,3,3500,0.23396852550277014,8043.33,Net Banking
ORD00192,2025-07-10,Headphones,Accessories,North,4,3500,0.20936893594694422,11068.83,Card
ORD00193,2025-12-28,Headphones,Accessories,South,7,3500,0.02937609556315038,23780.29,Card
ORD00194,2025-07-21,Phone,Electronics,North,6,30000,0.014956084329324798,177307.9,Card
ORD00195,2025-08-23,Monitor,Electronics,South,2,15000,0.20867691608173397,23739.69,Cash
ORD00196,2025-03-19,Laptop,Electronics,South,5,65000,0.038939417743644844,312344.69,UPI
ORD00197,2025-09-30,Phone,Electronics,East,5,30000,0.13372453824396763,129941.32,Card
ORD00198,2025-10-27,Laptop,Electronics,South,5,65000,0.22893621446967738,250595.73,UPI
ORD00199,2025-09-05,Phone,Electronics,North,1,30000,0.14186202838733084,25744.14,UPI
ORD00200,2025-07-01,Monitor,Electronics,North,3,15000,0.09930832536820602,40531.13,Card
ORD00201,2025-03-14,Phone,Electronics,West,6,30000,0.11125401371349805,159974.28,Cash
ORD00202,2025-01-13,Monitor,Electronics,West,2,15000,0.015779292675967754,29526.62,Net Banking
ORD00203,2025-08-17,Tablet,Electronics,North,3,22000,0.2421880803403997,50015.59,UPI
ORD00204,2025-09-07,Headphones,Accessories,North,3,3500,0.0776635462702707,9684.53,UPI
ORD00205,2025-10-10,Tablet,Electronics,North,2,22000,0.047340872918213456,41917.0,Card
ORD00206,2025-12-13,Phone,Electronics,West,2,30000,0.07151182546009882,55709.29,Cash
ORD00207,2025-07-01,Headphones,Accessories,East,3,3500,0.24109329872286972,7968.52,Net Banking
ORD00208,2025-10-30,Monitor,Electronics,West,7,15000,0.02357151337200175,102524.99,Cash
ORD00209,2025-09-19,Phone,Electronics,South,1,30000,0.21682576012529534,23495.23,Cash
ORD00210,2025-04-12,Headphones,Accessories,East,2,3500,0.17696097360036195,5761.27,UPI
ORD00211,2025-11-05,Phone,Electronics,North,1,30000,0.20750479478975703,23774.86,UPI
ORD00212,2025-01-20,Headphones,Accessories,East,4,3500,0.24397438509197408,10584.36,UPI
ORD00213,2025-08-07,Headphones,Accessories,East,2,3500,0.21053866387921796,5526.23,Cash
ORD00214,2025-12-10,Tablet,Electronics,South,6,22000,0.23584558781946321,100868.38,Card
ORD00215,2025-08-29,Headphones,Accessories,East,5,3500,0.03173381419772994,16944.66,UPI
ORD00216,2025-12-09,Phone,Electronics,East,6,30000,0.1989471412917425,144189.51,Cash
ORD00217,2025-01-21,Laptop,Electronics,South,5,65000,0.13641892352026194,280663.85,Net Banking
ORD00218,2025-07-14,Laptop,Electronics,North,4,65000,0.13587389876996517,224672.79,Card
ORD00219,2025-10-12,Tablet,Electronics,North,7,22000,0.2247303940801284,119391.52,Net Banking
ORD00220,2025-08-23,Monitor,Electronics,West,4,15000,0.24295095466167782,45422.94,Cash
ORD00221,2025-11-18,Laptop,Electronics,South,7,65000,0.17620958076079524,374824.64,Cash
ORD00222,2025-06-18,Tablet,Electronics,South,7,22000,0.12073459736794598,135406.87,Net Banking
ORD00223,2025-09-07,Headphones,Accessories,East,5,3500,0.11410096447546134,15503.23,UPI
ORD00224,2025-06-03,Phone,Electronics,South,5,30000,0.09658536430579545,135512.2,Net Banking
ORD00225,2025-11-15,Headphones,Accessories,South,2,3500,0.09039975739316566,6367.2,Net Banking
ORD00226,2025-02-13,Phone,Electronics,,6,30000,0.09787671042110785,162382.19,Net Banking
ORD00227,2025-04-03,Monitor,Electronics,East,5,15000,0.02243830881279882,73317.13,Cash
ORD00228,2025-02-05,Tablet,Electronics,East,7,22000,0.019359021315109554,151018.71,Net Banking
ORD00229,2025-09-14,Tablet,Electronics,North,2,22000,0.19496746096807793,35421.43,Net Banking
ORD00230,2025-03-26,Laptop,Electronics,South,6,65000,0.11151822323005653,346507.89,Net Banking
ORD00231,2025-04-26,Tablet,Electronics,South,4,22000,0.23267112213615512,67524.94,Net Banking
ORD00232,2025-11-02,Monitor,Electronics,East,2,15000,0.1530552521484881,25408.34,Net Banking
ORD00233,2025-05-12,Laptop,Electronics,North,2,65000,0.008793995546104938,128856.78,Card
ORD00234,2025-02-23,Headphones,Accessories,North,4,3500,0.03938083532936987,13448.67,Cash
ORD00235,2025-01-08,Tablet,Electronics,West,3,22000,0.05145494825325189,62603.97,Card
ORD00236,2025-03-24,Headphones,Accessories,East,1,3500,0.24393400609741514,2646.23,Net Banking
ORD00237,2025-11-30,Headphones,Accessories,West,3,3500,0.05467605653790872,9925.9,Net Banking
ORD00238,2025-07-20,Tablet,Electronics,South,5,22000,0.12893891907201283,95816.72,Net Banking
ORD00239,2025-12-30,Phone,Electronics,West,3,30000,0.23404423291004903,68936.02,Cash
ORD00240,2025-03-20,Headphones,Accessories,South,7,3500,0.24429818247858934,18514.69,Card
ORD00241,2025-05-09,Laptop,Electronics,East,6,65000,0.05909010884588614,366954.86,UPI
ORD00242,2025-03-01,Tablet,Electronics,North,4,22000,0.012279410937510032,86919.41,
ORD00243,2025-05-26,Laptop,Electronics,West,7,65000,0.038400458134439625,437527.79,Cash
ORD00244,2025-07-25,Headphones,Accessories,South,4,3500,0.015832119675639522,13778.35,Cash
ORD00245,2025-10-22,Headphones,Accessories,West,1,3500,0.0487810602730841,3329.27,Cash
ORD00246,2025-05-15,Laptop,Electronics,South,1,65000,0.14214242867593385,55760.74,Net Banking
ORD00247,2025-10-09,Headphones,Accessories,West,7,3500,0.22811219907391045,18911.25,UPI
ORD00248,2025-08-17,Tablet,Electronics,South,7,22000,0.134304720923585,133317.07,Card
ORD00249,2025-04-17,Headphones,Accessories,North,6,3500,0.15649738917477019,17713.55,Cash
ORD00250,2025-11-29,Laptop,Electronics,North,1,65000,0.05046681290238528,61719.66,Net Banking
ORD00251,2025-06-08,Laptop,Electronics,East,3,65000,0.20014590516846253,155971.55,Net Banking
ORD00252,2025-02-25,Tablet,Electronics,North,1,22000,0.1544472271263958,18602.16,Net Banking
ORD00253,2025-12-18,Laptop,Electronics,South,1,65000,0.2160342072981812,50957.78,Net Banking
ORD00254,2025-11-30,Phone,Electronics,East,2,30000,0.23721077675144603,45767.35,Net Banking
ORD00255,2025-01-19,Headphones,Accessories,South,5,3500,0.08697519393914807,15977.93,Cash
ORD00256,2025-11-26,Laptop,Electronics,North,1,65000,0.022644764633859837,63528.09,UPI
ORD00257,2025-12-12,Headphones,Accessories,East,7,3500,0.05648223947919562,23116.19,Cash
ORD00258,2025-10-30,Laptop,Electronics,East,4,65000,0.1094603914189593,231540.3,Cash
ORD00259,2025-04-04,Laptop,Electronics,East,2,65000,0.23642341295611832,99264.96,UPI
ORD00260,2025-08-19,Tablet,Electronics,West,4,22000,0.09457745559335382,79677.18,Net Banking
ORD00261,2025-07-16,Headphones,Accessories,North,6,3500,0.1926933034163425,16953.44,Cash
ORD00262,2025-08-15,Laptop,Electronics,South,3,65000,0.13511917304268875,168651.76,Net Banking
ORD00263,2025-08-14,Phone,Electronics,North,1,30000,0.045702192607744135,28628.93,UPI
ORD00264,2025-08-22,Monitor,Electronics,West,1,15000,0.0801835297383629,13797.25,Net Banking
ORD00265,2025-07-07,Monitor,Electronics,East,6,15000,0.16329797125570467,75303.18,Card
ORD00266,2025-09-10,Tablet,Electronics,North,1,22000,0.16821334867122337,18299.31,Cash
ORD00267,2025-07-12,Tablet,Electronics,East,5,22000,0.10868993670226154,98044.11,Cash
ORD00268,2025-01-07,Phone,Electronics,North,3,30000,0.05716140066552866,84855.47,Cash
ORD00269,2025-01-13,Headphones,Accessories,South,6,3500,0.18047669487816909,17209.99,Net Banking
ORD00270,2025-12-16,Tablet,Electronics,East,1,22000,0.04221826040317869,21071.2,UPI
ORD00271,2025-11-28,Phone,Electronics,East,7,30000,0.23416742296628165,160824.84,Cash
ORD00272,2025-08-02,Laptop,Electronics,West,5,65000,0.046975894759119174,309732.83,Net Banking
ORD00273,2025-03-05,Laptop,Electronics,East,4,65000,0.02682809070813011,253024.7,UPI
ORD00274,2025-10-13,Monitor,Electronics,West,2,15000,0.1244119255913447,26267.64,Card
ORD00275,2025-02-22,Tablet,Electronics,East,7,22000,,133997.34,Card
ORD00276,2025-05-18,Tablet,Electronics,North,3,22000,0.1270482286945612,57614.82,Cash
ORD00277,2025-05-01,Tablet,Electronics,North,4,22000,0.10916687233470987,78393.32,Net Banking
ORD00278,2025-01-05,Headphones,Accessories,West,3,3500,0.24870372320740208,7888.61,Net Banking
ORD00279,2025-10-22,Laptop,Electronics,North,2,65000,0.12157015316764547,114195.88,Net Banking
ORD00280,2025-07-06,Laptop,Electronics,South,3,65000,0.11948664518495775,171700.1,Card
ORD00281,2025-04-26,Phone,Electronics,North,2,30000,0.10544151567864032,53673.51,Cash
ORD00282,2025-07-05,Tablet,Electronics,South,1,22000,0.016706438675365726,21632.46,UPI
ORD00283,2025-01-01,Headphones,Accessories,East,3,3500,0.148239157787404,8943.49,Card
ORD00284,2025-06-09,Tablet,Electronics,North,1,22000,0.05699194305579561,20746.18,UPI
ORD00285,2025-07-09,Tablet,Electronics,South,3,22000,0.15940224505726247,55479.45,UPI
ORD00286,2025-05-04,Monitor,Electronics,West,7,15000,0.012708365487119289,103665.62,
ORD00287,2025-10-31,Laptop,Electronics,North,2,65000,0.24534677531325041,98104.92,Net Banking
ORD00288,2025-04-02,Tablet,Electronics,North,1,22000,0.11725126975316805,19420.47,Cash
ORD00289,2025-02-20,Tablet,Electronics,South,1,22000,0.2241888428976746,17067.85,UPI
ORD00290,2025-07-12,Tablet,Electronics,West,4,22000,0.1188902933082337,77537.65,UPI
