order_id,order_date,product,category,region,quantity,unit_price,discount,revenue,payment_method,year,month,month_name,day_of_week,is_weekend,gross_sales,discount_amount,profit,profit_margin,region_code,order_size
ORD00726,2025-02-06,Laptop,Electronics,East,1,65000,0.011490812335035,64253.1,Cash,2025,2,February,Thursday,0,65000,746.9028017772749,9637.965,0.15,3,High
ORD01166,2025-02-06,Laptop,Electronics,South,1,65000,0.1713036548415332,53865.26,Cash,2025,2,February,Thursday,0,65000,11134.737564699659,8079.789,0.15,2,High
ORD00116,2025-02-06,Tablet,Electronics,North,3,22000,0.1701047014174805,54773.09,Card,2025,2,February,Thursday,0,66000,11226.910293553712,8215.9635,0.15,1,High
ORD00757,2025-02-07,Headphones,Accessories,East,4,3500,0.1375808764244098,12073.87,Cash,2025,2,February,Friday,0,14000,1926.1322699417371,1811.0805,0.15,3,Low
ORD00411,2025-02-07,Laptop,Electronics,West,6,65000,0.0632586874824208,365329.11,UPI,2025,2,February,Friday,0,390000,24670.888118144114,54799.3665,0.15,4,High
ORD00764,2025-02-07,Monitor,Electronics,West,6,15000,0.0383949447715286,86544.45,Card,2025,2,February,Friday,0,90000,3455.5450294375737,12981.6675,0.15,4,High
ORD00117,2025-02-08,Laptop,Electronics,West,5,65000,0.1406670034579832,279283.22,Cash,2025,2,February,Saturday,1,325000,45716.77612384454,41892.48299999999,0.15,4,High
ORD00928,2025-02-08,Phone,Electronics,South,5,30000,0.081980970882676,137702.85,Cash,2025,2,February,Saturday,1,150000,12297.1456324014,20655.4275,0.15,2,High
ORD00518,2025-02-08,Laptop,Electronics,East,3,65000,0.1515907100538837,165439.81,Cash,2025,2,February,Saturday,1,195000,29560.18846050732,24815.9715,0.15,3,High
ORD00166,2025-02-08,Monitor,Electronics,East,1,15000,0.130562723495593,13041.56,Card,2025,2,February,Saturday,1,15000,1958.440852433895,1956.234,0.15,3,Low
ORD00053,2025-02-08,Phone,Electronics,South,1,30000,0.0288316095277469,29135.05,Net Banking,2025,2,February,Saturday,1,30000,864.948285832407,4370.2575,0.15,2,Low
ORD00978,2025-02-09,Tablet,Electronics,North,4,22000,0.2059780902626991,69873.93,UPI,2025,2,February,Sunday,1,88000,18126.07194311752,10481.089499999998,0.15,1,High
ORD00032,2025-02-09,Phone,Electronics,East,6,30000,0.1464428312886806,153640.29,Cash,2025,2,February,Sunday,1,180000,26359.70963196251,23046.0435,0.15,3,High
ORD00707,2025-02-09,Laptop,Electronics,North,3,65000,0.1107128803079756,173410.99,Net Banking,2025,2,February,Sunday,1,195000,21589.011660055243,26011.6485,0.15,1,High
ORD00839,2025-02-09,Laptop,Electronics,North,7,65000,0.1503431907028369,386593.85,Card,2025,2,February,Sunday,1,455000,68406.15176979078,57989.07749999999,0.15,1,High
ORD00305,2025-02-09,Tablet,Electronics,South,5,22000,0.2030307402967648,87666.62,Net Banking,2025,2,February,Sunday,1,110000,22333.381432644128,13149.992999999999,0.15,2,High
ORD00178,2025-02-10,Laptop,Electronics,East,6,65000,0.2178522716853035,305037.61,Cash,2025,2,February,Monday,0,390000,84962.38595726836,45755.6415,0.15,3,High
ORD01129,2025-02-11,Tablet,Electronics,South,1,22000,0.1434101671989272,18844.98,UPI,2025,2,February,Tuesday,0,22000,3155.0236783763985,2826.747,0.15,2,Low
ORD00325,2025-02-12,Monitor,Electronics,West,5,15000,0.1770393884606587,61722.05,Card,2025,2,February,Wednesday,0,75000,13277.954134549402,9258.3075,0.15,4,High
ORD00762,2025-02-12,Tablet,Electronics,South,7,22000,0.1043134024646715,137935.74,UPI,2025,2,February,Wednesday,0,154000,16064.26397955941,20690.360999999997,0.15,2,High
ORD00810,2025-02-13,Monitor,Electronics,Unknown,5,15000,0.1718834837774679,62108.74,Cash,2025,2,February,Thursday,0,75000,12891.261283310092,9316.311,0.15,0,High
ORD01029,2025-02-13,Tablet,Electronics,South,3,22000,0.0096878328821073,65360.6,Card,2025,2,February,Thursday,0,66000,639.3969702190818,9804.09,0.15,2,High
ORD00953,2025-02-13,Headphones,Accessories,West,6,3500,0.1925467373610457,16956.52,Card,2025,2,February,Thursday,0,21000,4043.4814845819596,2543.478,0.15,4,Low
ORD00226,2025-02-13,Phone,Electronics,Unknown,6,30000,0.0978767104211078,162382.19,Net Banking,2025,2,February,Thursday,0,180000,17617.807875799404,24357.3285,0.15,0,High
ORD00950,2025-02-13,Phone,Electronics,East,6,30000,0.0233177263310818,175802.81,UPI,2025,2,February,Thursday,0,180000,4197.190739594725,26370.4215,0.15,3,High
ORD00553,2025-02-14,Monitor,Electronics,North,5,15000,0.2220146737537174,58348.9,UPI,2025,2,February,Friday,0,75000,16651.100531528806,8752.335,0.15,1,High
ORD00358,2025-02-14,Monitor,Electronics,North,6,15000,0.1244829631972219,78796.53,Net Banking,2025,2,February,Friday,0,90000,11203.466687749971,11819.4795,0.15,1,High
ORD01047,2025-02-14,Phone,Electronics,East,5,30000,0.0654740936411838,140178.89,Card,2025,2,February,Friday,0,150000,9821.11404617757,21026.8335,0.15,3,High
ORD01093,2025-02-15,Monitor,Electronics,South,2,15000,0.1526305010534561,25421.08,UPI,2025,2,February,Saturday,1,30000,4578.915031603683,3813.1620000000003,0.15,2,Low
ORD00961,2025-02-15,Laptop,Electronics,South,6,65000,0.1120540218927915,346298.93,UPI,2025,2,February,Saturday,1,390000,43701.06853818869,51944.839499999995,0.15,2,High
ORD00042,2025-02-15,Headphones,Accessories,South,6,3500,0.0800993008993269,19317.91,Cash,2025,2,February,Saturday,1,21000,1682.085318885865,2897.6865,0.15,2,Low
ORD00388,2025-02-15,Monitor,Electronics,East,1,15000,0.1392504454703625,12911.24,UPI,2025,2,February,Saturday,1,15000,2088.7566820554375,1936.686,0.15,3,Low
ORD00932,2025-02-15,Headphones,Accessories,West,7,3500,0.1891623568541538,19865.52,Net Banking,2025,2,February,Saturday,1,24500,4634.477742926768,2979.828,0.15,4,Low
ORD01001,2025-02-15,Monitor,Electronics,West,3,15000,0.0296693417697112,43664.88,Card,2025,2,February,Saturday,1,45000,1335.120379637004,6549.731999999999,0.15,4,Low
ORD01146,2025-02-16,Tablet,Electronics,South,2,22000,0.0165995697608186,43269.62,Net Banking,2025,2,February,Sunday,1,44000,730.3810694760184,6490.443,0.15,2,Low
ORD00980,2025-02-16,Tablet,Electronics,South,4,22000,0.2424428947077525,66665.03,UPI,2025,2,February,Sunday,1,88000,21334.97473428222,9999.7545,0.15,2,High
ORD01085,2025-02-17,Phone,Electronics,East,5,30000,0.0510898863029097,142336.52,Net Banking,2025,2,February,Monday,0,150000,7663.482945436454,21350.478,0.15,3,High
ORD00861,2025-02-17,Monitor,Electronics,East,7,15000,0.2363541431099871,80182.81,Card,2025,2,February,Monday,0,105000,24817.185026548646,12027.421499999999,0.15,3,High
ORD01195,2025-02-18,Tablet,Electronics,East,4,22000,0.1487973380313564,74905.83,Unknown,2025,2,February,Tuesday,0,88000,13094.165746759363,11235.8745,0.15,3,High
ORD00431,2025-02-19,Laptop,Electronics,West,5,65000,0.1198542687014727,286047.36,Card,2025,2,February,Wednesday,0,325000,38952.63732797863,42907.104,0.15,4,High
ORD00760,2025-02-19,Headphones,Accessories,West,2,3500,0.1534570639522529,5925.8,Cash,2025,2,February,Wednesday,0,7000,1074.1994476657703,888.87,0.15,4,Low
ORD00656,2025-02-19,Tablet,Electronics,West,6,22000,0.2497071527387012,99038.66,Net Banking,2025,2,February,Wednesday,0,132000,32961.34416150856,14855.798999999999,0.15,4,High
ORD00628,2025-02-20,Phone,Electronics,East,7,30000,0.1203978973015108,184716.44,Card,2025,2,February,Thursday,0,210000,25283.55843331727,27707.466,0.15,3,High
ORD00289,2025-02-20,Tablet,Electronics,South,1,22000,0.2241888428976746,17067.85,UPI,2025,2,February,Thursday,0,22000,4932.154543748841,2560.1775,0.15,2,Low
ORD00359,2025-02-20,Laptop,Electronics,North,7,65000,0.1607496058352081,381858.93,UPI,2025,2,February,Thursday,0,455000,73141.07065501968,57278.839499999995,0.15,1,High
ORD00037,2025-02-20,Monitor,Electronics,East,1,15000,0.0517462899102099,14223.81,Net Banking,2025,2,February,Thursday,0,15000,776.1943486531485,2133.5715,0.15,3,Low
ORD01185,2025-02-21,Tablet,Electronics,North,2,22000,0.0118125847141212,43480.25,Net Banking,2025,2,February,Friday,0,44000,519.7537274213329,6522.037499999999,0.15,1,Low
ORD00275,2025-02-22,Tablet,Electronics,East,7,22000,0.11944941878910015,133997.34,Card,2025,2,February,Saturday,1,154000,18395.210493521423,20099.601,0.15,3,High
ORD00154,2025-02-22,Phone,Electronics,South,7,30000,0.075949154602486,194050.68,Card,2025,2,February,Saturday,1,210000,15949.322466522059,29107.602,0.15,2,High
ORD00955,2025-02-22,Headphones,Accessories,South,5,3500,0.1506025632728619,14864.46,Card,2025,2,February,Saturday,1,17500,2635.5448572750834,2229.669,0.15,2,Low
